X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-48.554571,-27.597636,0,0,52,6.450405,2018/10/08 09:58:07+00,,,,,,,,,,,,,,,,,,,,,
-48.554564,-27.59761,0,0,53,6.374233,2018/10/08 09:58:09+00,,,,,,,,,,,,,,,,,,,,,
-48.554563,-27.597588,0,0,54,6.82922,2018/10/08 09:58:11+00,,,,,,,,,,,,,,,,,,,,,
-48.554561,-27.597565,0,0,55,6.675076,2018/10/08 09:58:13+00,,,,,,,,,,,,,,,,,,,,,
-48.554555,-27.597546,0,0,56,7.25024,2018/10/08 09:58:15+00,,,,,,,,,,,,,,,,,,,,,
-48.554539,-27.597523,0,0,57,7.679043,2018/10/08 09:58:17+00,,,,,,,,,,,,,,,,,,,,,
-48.554517,-27.597505,0,0,58,7.529202,2018/10/08 09:58:19+00,,,,,,,,,,,,,,,,,,,,,
-48.554489,-27.597483,0,0,59,7.290737,2018/10/08 09:58:21+00,,,,,,,,,,,,,,,,,,,,,
-48.554464,-27.597467,0,0,60,7.486935,2018/10/08 09:58:23+00,,,,,,,,,,,,,,,,,,,,,
-48.554439,-27.597456,0,0,61,7.394192,2018/10/08 09:58:25+00,,,,,,,,,,,,,,,,,,,,,
-48.554412,-27.59745,0,0,62,7.515957,2018/10/08 09:58:27+00,,,,,,,,,,,,,,,,,,,,,
-48.554383,-27.597444,0,0,63,8.046261,2018/10/08 09:58:29+00,,,,,,,,,,,,,,,,,,,,,
-48.554352,-27.597437,0,0,64,8.194027,2018/10/08 09:58:31+00,,,,,,,,,,,,,,,,,,,,,
-48.554335,-27.597435,0,0,65,8.137753,2018/10/08 09:58:32+00,,,,,,,,,,,,,,,,,,,,,
-48.554303,-27.597432,0,0,66,8.041378,2018/10/08 09:58:34+00,,,,,,,,,,,,,,,,,,,,,
-48.554275,-27.597432,0,0,67,7.999813,2018/10/08 09:58:36+00,,,,,,,,,,,,,,,,,,,,,
-48.554249,-27.597429,0,0,68,8.017391,2018/10/08 09:58:38+00,,,,,,,,,,,,,,,,,,,,,
-48.554226,-27.597426,0,0,69,8.022335,2018/10/08 09:58:40+00,,,,,,,,,,,,,,,,,,,,,
-48.554195,-27.59743,0,0,70,8.266384,2018/10/08 09:58:42+00,,,,,,,,,,,,,,,,,,,,,
-48.554165,-27.597429,0,0,71,8.245358,2018/10/08 09:58:44+00,,,,,,,,,,,,,,,,,,,,,
-48.554136,-27.597427,0,0,72,8.417202,2018/10/08 09:58:46+00,,,,,,,,,,,,,,,,,,,,,
-48.554112,-27.597425,0,0,73,8.647793,2018/10/08 09:58:48+00,,,,,,,,,,,,,,,,,,,,,
-48.554086,-27.597421,0,0,74,8.773617,2018/10/08 09:58:50+00,,,,,,,,,,,,,,,,,,,,,
-48.554064,-27.597416,0,0,75,9.061489,2018/10/08 09:58:53+00,,,,,,,,,,,,,,,,,,,,,
-48.554043,-27.597391,0,0,76,9.638119,2018/10/08 09:58:59+00,,,,,,,,,,,,,,,,,,,,,
-48.554032,-27.597375,0,0,77,9.530026,2018/10/08 09:59:00+00,,,,,,,,,,,,,,,,,,,,,
-48.554011,-27.597349,0,0,78,9.743191,2018/10/08 09:59:02+00,,,,,,,,,,,,,,,,,,,,,
-48.553992,-27.597332,0,0,79,9.722531,2018/10/08 09:59:04+00,,,,,,,,,,,,,,,,,,,,,
-48.553966,-27.597311,0,0,80,9.473538,2018/10/08 09:59:06+00,,,,,,,,,,,,,,,,,,,,,
-48.553945,-27.597297,0,0,81,9.522427,2018/10/08 09:59:08+00,,,,,,,,,,,,,,,,,,,,,
-48.553922,-27.59728,0,0,82,9.372067,2018/10/08 09:59:10+00,,,,,,,,,,,,,,,,,,,,,
-48.5539,-27.597257,0,0,83,9.561001,2018/10/08 09:59:12+00,,,,,,,,,,,,,,,,,,,,,
-48.553878,-27.597236,0,0,84,9.167721,2018/10/08 09:59:14+00,,,,,,,,,,,,,,,,,,,,,
-48.553854,-27.597215,0,0,85,9.376156,2018/10/08 09:59:16+00,,,,,,,,,,,,,,,,,,,,,
-48.553837,-27.597196,0,0,86,9.326138,2018/10/08 09:59:18+00,,,,,,,,,,,,,,,,,,,,,
-48.553822,-27.597172,0,0,87,9.273098,2018/10/08 09:59:20+00,,,,,,,,,,,,,,,,,,,,,
-48.553806,-27.597156,0,0,88,9.410732,2018/10/08 09:59:22+00,,,,,,,,,,,,,,,,,,,,,
-48.553781,-27.597152,0,0,89,9.739651,2018/10/08 09:59:24+00,,,,,,,,,,,,,,,,,,,,,
-48.553751,-27.597162,0,0,90,10.197628,2018/10/08 09:59:26+00,,,,,,,,,,,,,,,,,,,,,
-48.553714,-27.597175,0,0,91,10.127224,2018/10/08 09:59:28+00,,,,,,,,,,,,,,,,,,,,,
-48.553681,-27.597187,0,0,92,10.137997,2018/10/08 09:59:30+00,,,,,,,,,,,,,,,,,,,,,
-48.553652,-27.597199,0,0,93,10.430599,2018/10/08 09:59:32+00,,,,,,,,,,,,,,,,,,,,,
-48.553623,-27.597213,0,0,94,10.347073,2018/10/08 09:59:34+00,,,,,,,,,,,,,,,,,,,,,
-48.553597,-27.597226,0,0,95,9.92767,2018/10/08 09:59:36+00,,,,,,,,,,,,,,,,,,,,,
-48.553564,-27.597238,0,0,96,9.890469,2018/10/08 09:59:38+00,,,,,,,,,,,,,,,,,,,,,
-48.553531,-27.597243,0,0,97,9.927548,2018/10/08 09:59:40+00,,,,,,,,,,,,,,,,,,,,,
-48.553503,-27.597247,0,0,98,9.897335,2018/10/08 09:59:42+00,,,,,,,,,,,,,,,,,,,,,
-48.553473,-27.597255,0,0,99,9.533077,2018/10/08 09:59:44+00,,,,,,,,,,,,,,,,,,,,,
-48.55344,-27.597255,0,0,100,9.380337,2018/10/08 09:59:46+00,,,,,,,,,,,,,,,,,,,,,
-48.553417,-27.597244,0,0,101,8.815457,2018/10/08 09:59:48+00,,,,,,,,,,,,,,,,,,,,,
-48.553401,-27.597228,0,0,102,8.829312,2018/10/08 09:59:50+00,,,,,,,,,,,,,,,,,,,,,
-48.553379,-27.597211,0,0,103,8.850369,2018/10/08 09:59:52+00,,,,,,,,,,,,,,,,,,,,,
-48.553358,-27.597194,0,0,104,8.909664,2018/10/08 09:59:54+00,,,,,,,,,,,,,,,,,,,,,
-48.553342,-27.597176,0,0,105,8.979916,2018/10/08 09:59:56+00,,,,,,,,,,,,,,,,,,,,,
-48.553312,-27.597159,0,0,106,8.972073,2018/10/08 09:59:58+00,,,,,,,,,,,,,,,,,,,,,
-48.55328,-27.597144,0,0,107,8.925533,2018/10/08 10:00:00+00,,,,,,,,,,,,,,,,,,,,,
-48.553253,-27.597129,0,0,108,8.937802,2018/10/08 10:00:02+00,,,,,,,,,,,,,,,,,,,,,
-48.553226,-27.59712,0,0,109,8.909542,2018/10/08 10:00:04+00,,,,,,,,,,,,,,,,,,,,,
-48.553195,-27.597119,0,0,110,8.857571,2018/10/08 10:00:06+00,,,,,,,,,,,,,,,,,,,,,
-48.553165,-27.597109,0,0,111,8.972195,2018/10/08 10:00:08+00,,,,,,,,,,,,,,,,,,,,,
-48.553144,-27.597089,0,0,112,8.967068,2018/10/08 10:00:10+00,,,,,,,,,,,,,,,,,,,,,
-48.553117,-27.597078,0,0,113,9.013302,2018/10/08 10:00:12+00,,,,,,,,,,,,,,,,,,,,,
-48.553086,-27.597067,0,0,114,8.916714,2018/10/08 10:00:14+00,,,,,,,,,,,,,,,,,,,,,
-48.553065,-27.597042,0,0,115,8.945828,2018/10/08 10:00:16+00,,,,,,,,,,,,,,,,,,,,,
